"Hong Kong Exchanges and Clearing Limited and/or its subsidiaries endeavour to ensure the"
"accuracy and reliability of the information provided, but do not guarantee its accuracy and"
"reliability and accept no liability (whether in tort or contract or otherwise) for any loss"
"or damage arising from any inaccuracies or omissions."


"STOCK OPTIONS DAILY MARKET REPORT AS AT 22 MAR 2019"


,,,"SUMMARY TRADING VOLUME",,,"SUMMARY OPEN INTEREST"
"HKATS CODE","UNDERLYING STOCK",,"TOTAL","CALLS","PUTS","TOTAL","CALLS","PUTS","IV%*"
DEC19,65.00,C,0.00,0.00,0.00,0.05,-,17,0,0,-
MAR20,35.00,C,0.00,0.00,0.00,12.75,+0.45,19,0,0,0
MAR20,36.00,C,0.00,0.00,0.00,11.75,+0.44,17,0,0,0
MAR20,37.00,C,0.00,0.00,0.00,10.77,+0.45,17,0,0,0
MAR20,38.00,C,0.00,0.00,0.00,9.80,+0.43,17,0,0,0
MAR20,39.00,C,0.00,0.00,0.00,8.85,+0.40,17,0,0,0
MAR20,40.00,C,0.00,0.00,0.00,7.95,+0.38,17,0,0,0
MAR20,41.00,C,0.00,0.00,0.00,7.10,+0.36,17,0,0,0
MAR20,42.00,C,0.00,0.00,0.00,6.32,+0.33,17,0,0,0
MAR20,43.00,C,0.00,0.00,0.00,5.59,+0.30,17,0,0,0
MAR20,44.00,C,0.00,0.00,0.00,4.94,+0.28,17,0,0,0
MAR20,45.00,C,0.00,0.00,0.00,4.33,+0.24,17,0,0,0
MAR20,46.00,C,0.00,0.00,0.00,3.69,+0.16,16,0,0,0
MAR20,47.00,C,0.00,0.00,0.00,3.21,+0.17,16,0,116,0
MAR20,48.00,C,0.00,0.00,0.00,2.77,+0.15,17,0,0,0
MAR20,49.00,C,0.00,0.00,0.00,2.40,+0.15,17,0,6,0
MAR20,50.00,C,0.00,0.00,0.00,2.05,+0.12,17,0,0,0
MAR20,52.50,C,0.00,0.00,0.00,1.38,+0.09,17,0,0,0
MAR20,55.00,C,0.00,0.00,0.00,0.92,+0.07,17,0,0,0
MAR20,57.50,C,0.00,0.00,0.00,0.56,+0.03,17,0,0,0
MAR20,60.00,C,0.00,0.00,0.00,0.36,+0.02,17,0,0,0
MAR20,62.50,C,0.00,0.00,0.00,0.22,+0.02,17,0,0,0
MAR20,65.00,C,0.00,0.00,0.00,0.13,-,17,0,0,-

,,,,,,,"TOTAL CALL",,748,6490,+197

MAR19,27.00,P,0.00,0.00,0.00,0.01,0.00,169,0,15,0
MAR19,28.00,P,0.00,0.00,0.00,0.01,0.00,159,0,0,0
MAR19,29.00,P,0.00,0.00,0.00,0.01,0.00,149,0,15,0
MAR19,30.00,P,0.00,0.00,0.00,0.01,0.00,139,0,53,0
MAR19,31.00,P,0.00,0.00,0.00,0.01,0.00,130,0,29,0
MAR19,32.00,P,0.00,0.00,0.00,0.01,0.00,121,0,10,0
MAR19,33.00,P,0.00,0.00,0.00,0.01,0.00,113,0,26,0
MAR19,34.00,P,0.00,0.00,0.00,0.01,0.00,104,0,48,0
MAR19,35.00,P,0.00,0.00,0.00,0.01,0.00,96,0,55,0
MAR19,36.00,P,0.00,0.00,0.00,0.01,0.00,88,0,136,0
MAR19,37.00,P,0.00,0.00,0.00,0.01,0.00,80,0,105,0
MAR19,38.00,P,0.00,0.00,0.00,0.01,0.00,73,0,466,0
MAR19,39.00,P,0.00,0.00,0.00,0.01,0.00,65,0,156,0
MAR19,40.00,P,0.00,0.00,0.00,0.01,0.00,58,0,213,0
MAR19,41.00,P,0.00,0.00,0.00,0.01,0.00,50,0,192,0
MAR19,42.00,P,0.00,0.00,0.00,0.01,0.00,43,0,222,0
MAR19,43.00,P,0.00,0.00,0.00,0.01,0.00,36,0,477,0
MAR19,44.00,P,0.00,0.00,0.00,0.01,0.00,29,0,657,0
MAR19,45.00,P,0.00,0.00,0.00,0.01,0.00,22,0,297,0
MAR19,46.00,P,0.05,0.05,0.05,0.02,-0.03,16,30,227,-9
MAR19,47.00,P,0.09,0.27,0.09,0.13,-0.14,15,201,325,+25
MAR19,48.00,P,0.44,0.61,0.44,0.58,-0.34,15,76,173,+75
MAR19,49.00,P,0.00,0.00,0.00,1.42,-0.41,19,0,0,0
MAR19,50.00,P,0.00,0.00,0.00,2.35,-0.45,0,0,0,0
MAR19,52.50,P,0.00,0.00,0.00,4.85,-0.45,0,0,0,0
MAR19,55.00,P,0.00,0.00,0.00,7.35,-0.45,0,0,0,0
MAR19,57.50,P,0.00,0.00,0.00,9.85,-0.45,0,0,0,0
MAR19,60.00,P,0.00,0.00,0.00,12.35,-0.45,0,0,0,0
MAR19,62.50,P,0.00,0.00,0.00,14.85,-0.45,0,0,0,0
MAR19,65.00,P,0.00,0.00,0.00,17.35,-0.45,0,0,0,0
MAR19,67.50,P,0.00,0.00,0.00,19.85,-0.45,0,0,0,0
APR19,29.00,P,0.00,0.00,0.00,0.01,0.00,59,0,0,0
APR19,30.00,P,0.00,0.00,0.00,0.01,0.00,55,0,0,0
APR19,31.00,P,0.00,0.00,0.00,0.01,0.00,52,0,0,0
APR19,32.00,P,0.00,0.00,0.00,0.01,0.00,48,0,0,0
APR19,33.00,P,0.00,0.00,0.00,0.01,0.00,45,0,5,0
APR19,34.00,P,0.00,0.00,0.00,0.01,0.00,41,0,0,0
APR19,35.00,P,0.00,0.00,0.00,0.01,0.00,38,0,0,0
APR19,36.00,P,0.00,0.00,0.00,0.01,0.00,35,0,2,0
APR19,37.00,P,0.00,0.00,0.00,0.01,0.00,32,0,55,0
APR19,38.00,P,0.00,0.00,0.00,0.01,0.00,29,0,77,0
APR19,39.00,P,0.00,0.00,0.00,0.01,0.00,26,0,64,0
APR19,40.00,P,0.01,0.01,0.01,0.01,0.00,23,30,93,+7
APR19,41.00,P,0.00,0.00,0.00,0.01,0.00,20,0,101,0
APR19,42.00,P,0.03,0.03,0.03,0.01,0.00,17,20,84,0
APR19,43.00,P,0.05,0.05,0.05,0.01,-0.02,14,10,231,0
APR19,44.00,P,0.09,0.09,0.08,0.04,-0.03,14,7,115,-5
APR19,45.00,P,0.10,0.19,0.10,0.10,-0.08,14,53,219,-4
APR19,46.00,P,0.30,0.39,0.30,0.26,-0.13,14,21,91,-1
APR19,47.00,P,0.49,0.66,0.49,0.57,-0.23,14,363,207,-131
APR19,48.00,P,0.99,1.07,0.97,1.05,-0.24,14,270,151,+121
APR19,49.00,P,1.56,1.92,1.56,1.72,-0.30,15,203,250,+200
APR19,50.00,P,0.00,0.00,0.00,2.47,-0.42,14,0,0,0
APR19,52.50,P,0.00,0.00,0.00,4.85,-0.45,0,0,0,0
APR19,55.00,P,0.00,0.00,0.00,7.35,-0.45,0,0,0,0
APR19,57.50,P,0.00,0.00,0.00,9.85,-0.45,0,0,0,0
APR19,60.00,P,0.00,0.00,0.00,12.35,-0.45,0,0,0,0
APR19,62.50,P,0.00,0.00,0.00,14.85,-0.45,0,0,0,0
APR19,65.00,P,0.00,0.00,0.00,17.35,-,0,0,0,-
MAY19,35.00,P,0.00,0.00,0.00,0.01,0.00,26,0,76,0
MAY19,36.00,P,0.00,0.00,0.00,0.01,0.00,24,0,0,0
MAY19,37.00,P,0.00,0.00,0.00,0.01,0.00,21,0,0,0
MAY19,38.00,P,0.00,0.00,0.00,0.01,0.00,19,0,6,0
MAY19,39.00,P,0.00,0.00,0.00,0.01,0.00,17,0,17,0
MAY19,40.00,P,0.00,0.00,0.00,0.02,-0.01,16,0,91,0
MAY19,41.00,P,0.00,0.00,0.00,0.04,-0.02,15,0,131,0
MAY19,42.00,P,0.00,0.00,0.00,0.10,-0.04,16,0,104,0
MAY19,43.00,P,0.00,0.00,0.00,0.20,-0.08,15,0,99,0
MAY19,44.00,P,0.52,0.52,0.52,0.38,-0.12,15,9,133,0
MAY19,45.00,P,0.61,0.64,0.57,0.66,-0.17,15,109,171,-91
MAY19,46.00,P,1.18,1.18,1.18,1.07,-0.17,16,22,104,-21
MAY19,47.00,P,0.00,0.00,0.00,1.59,-0.22,16,0,29,0
MAY19,48.00,P,0.00,0.00,0.00,2.24,-0.25,16,0,0,0
MAY19,49.00,P,0.00,0.00,0.00,2.92,-0.38,15,0,0,0
MAY19,50.00,P,0.00,0.00,0.00,3.75,-0.40,15,0,4,0
MAY19,52.50,P,0.00,0.00,0.00,6.05,-0.44,15,0,0,0
MAY19,55.00,P,0.00,0.00,0.00,8.50,-0.45,14,0,0,0
MAY19,57.50,P,0.00,0.00,0.00,10.99,-0.45,15,0,0,0
MAY19,60.00,P,0.00,0.00,0.00,13.48,-0.45,0,0,0,0
MAY19,62.50,P,0.00,0.00,0.00,15.98,-0.44,24,0,0,0
MAY19,65.00,P,0.00,0.00,0.00,18.47,-,24,0,0,-
JUN19,27.00,P,0.00,0.00,0.00,0.01,0.00,40,0,15,0
JUN19,28.00,P,0.00,0.00,0.00,0.01,0.00,37,0,60,0
JUN19,29.00,P,0.00,0.00,0.00,0.01,0.00,35,0,19,0
JUN19,30.00,P,0.00,0.00,0.00,0.01,0.00,33,0,10,0
JUN19,31.00,P,0.00,0.00,0.00,0.01,0.00,30,0,75,0
JUN19,32.00,P,0.00,0.00,0.00,0.01,0.00,28,0,10,0
JUN19,33.00,P,0.00,0.00,0.00,0.01,0.00,26,0,15,0
JUN19,34.00,P,0.00,0.00,0.00,0.01,0.00,24,0,11,0
JUN19,35.00,P,0.00,0.00,0.00,0.01,0.00,22,0,38,0
JUN19,36.00,P,0.00,0.00,0.00,0.01,0.00,20,0,44,0
JUN19,37.00,P,0.00,0.00,0.00,0.01,0.00,18,0,151,0
JUN19,38.00,P,0.00,0.00,0.00,0.01,-0.01,16,0,239,0
JUN19,39.00,P,0.00,0.00,0.00,0.03,-0.01,17,0,60,0
JUN19,40.00,P,0.00,0.00,0.00,0.06,-0.02,16,0,126,0
JUN19,41.00,P,0.00,0.00,0.00,0.11,-0.04,16,0,11,0
JUN19,42.00,P,0.00,0.00,0.00,0.21,-0.06,16,0,59,0
JUN19,43.00,P,0.00,0.00,0.00,0.37,-0.08,16,0,1005,0
JUN19,44.00,P,0.00,0.00,0.00,0.59,-0.14,16,0,1,0
JUN19,45.00,P,0.00,0.00,0.00,0.92,-0.17,16,0,19,0
JUN19,46.00,P,0.00,0.00,0.00,1.34,-0.20,16,0,0,0
JUN19,47.00,P,0.00,0.00,0.00,1.86,-0.24,16,0,30,0
JUN19,48.00,P,0.00,0.00,0.00,2.48,-0.24,16,0,6,0
JUN19,49.00,P,0.00,0.00,0.00,3.14,-0.34,16,0,0,0
JUN19,50.00,P,0.00,0.00,0.00,3.93,-0.36,16,0,0,0
JUN19,52.50,P,0.00,0.00,0.00,6.13,-0.42,16,0,2,0
JUN19,55.00,P,0.00,0.00,0.00,8.52,-0.45,15,0,0,0
JUN19,57.50,P,0.00,0.00,0.00,10.99,-0.45,15,0,0,0
JUN19,60.00,P,0.00,0.00,0.00,13.48,-0.45,0,0,0,0
JUN19,62.50,P,0.00,0.00,0.00,15.98,-0.44,22,0,0,0
JUN19,65.00,P,0.00,0.00,0.00,18.47,-0.44,23,0,0,0
JUN19,67.50,P,0.00,0.00,0.00,20.96,-0.45,22,0,5,0
SEP19,27.00,P,0.00,0.00,0.00,0.01,0.00,29,0,15,0
SEP19,28.00,P,0.00,0.00,0.00,0.01,0.00,27,0,3,0
SEP19,29.00,P,0.00,0.00,0.00,0.01,0.00,25,0,10,0
SEP19,30.00,P,0.00,0.00,0.00,0.01,0.00,23,0,8,0
SEP19,31.00,P,0.00,0.00,0.00,0.01,0.00,22,0,6,0
SEP19,32.00,P,0.00,0.00,0.00,0.01,0.00,20,0,4,0
SEP19,33.00,P,0.00,0.00,0.00,0.01,0.00,19,0,4,0
SEP19,34.00,P,0.00,0.00,0.00,0.01,0.00,17,0,30,0
SEP19,35.00,P,0.00,0.00,0.00,0.03,+0.01,18,0,19,0
SEP19,36.00,P,0.00,0.00,0.00,0.04,0.00,17,0,5,0
SEP19,37.00,P,0.00,0.00,0.00,0.07,-0.01,17,0,17,0
SEP19,38.00,P,0.00,0.00,0.00,0.12,-0.02,17,0,39,0
SEP19,39.00,P,0.00,0.00,0.00,0.20,-0.01,17,0,78,0
SEP19,40.00,P,0.00,0.00,0.00,0.31,-0.02,17,0,90,0
SEP19,41.00,P,0.00,0.00,0.00,0.47,-0.04,18,0,46,0
SEP19,42.00,P,0.00,0.00,0.00,0.67,-0.06,18,0,30,0
SEP19,43.00,P,0.00,0.00,0.00,0.93,-0.08,18,0,1,0
SEP19,44.00,P,0.00,0.00,0.00,1.25,-0.10,18,0,1,0
SEP19,45.00,P,0.00,0.00,0.00,1.64,-0.13,18,0,0,0
SEP19,46.00,P,0.00,0.00,0.00,2.11,-0.15,18,0,0,0
SEP19,47.00,P,0.00,0.00,0.00,2.64,-0.18,18,0,0,0
SEP19,48.00,P,0.00,0.00,0.00,3.24,-0.12,18,0,0,0
SEP19,49.00,P,0.00,0.00,0.00,3.90,-0.14,18,0,0,0
SEP19,50.00,P,0.00,0.00,0.00,4.49,-0.28,17,0,0,0
SEP19,52.50,P,0.00,0.00,0.00,6.48,-0.34,17,0,0,0
SEP19,55.00,P,0.00,0.00,0.00,8.70,-0.39,17,0,0,0
SEP19,57.50,P,0.00,0.00,0.00,11.07,-0.42,17,0,0,0
SEP19,60.00,P,0.00,0.00,0.00,13.51,-0.43,18,0,0,0
SEP19,62.50,P,0.00,0.00,0.00,15.98,-0.45,17,0,0,0
SEP19,65.00,P,0.00,0.00,0.00,18.47,-,18,0,0,-
DEC19,29.00,P,0.00,0.00,0.00,0.01,0.00,21,0,0,0
DEC19,30.00,P,0.00,0.00,0.00,0.01,0.00,19,0,8,0
DEC19,31.00,P,0.00,0.00,0.00,0.01,0.00,18,0,6,0
DEC19,32.00,P,0.00,0.00,0.00,0.01,0.00,17,0,2,0
DEC19,33.00,P,0.00,0.00,0.00,0.02,0.00,17,0,11,0
DEC19,34.00,P,0.00,0.00,0.00,0.04,0.00,17,0,8,0
DEC19,35.00,P,0.00,0.00,0.00,0.07,+0.01,17,0,0,0
DEC19,36.00,P,0.00,0.00,0.00,0.11,0.00,17,0,0,0
DEC19,37.00,P,0.00,0.00,0.00,0.17,0.00,17,0,1,0
DEC19,38.00,P,0.00,0.00,0.00,0.26,0.00,17,0,18,0
DEC19,39.00,P,0.00,0.00,0.00,0.39,+0.01,17,0,87,0
DEC19,40.00,P,0.00,0.00,0.00,0.54,+0.01,17,0,40,0
DEC19,41.00,P,0.83,0.83,0.83,0.71,-0.02,17,10,95,+10
DEC19,42.00,P,0.00,0.00,0.00,0.98,-0.02,17,0,45,0
DEC19,43.00,P,0.00,0.00,0.00,1.29,-0.03,17,0,3,0
DEC19,44.00,P,0.00,0.00,0.00,1.64,-0.06,17,0,0,0
DEC19,45.00,P,0.00,0.00,0.00,2.04,-0.09,17,0,0,0
DEC19,46.00,P,0.00,0.00,0.00,2.52,-0.10,17,0,0,0
DEC19,47.00,P,0.00,0.00,0.00,3.06,-0.12,18,0,0,0
DEC19,48.00,P,0.00,0.00,0.00,3.64,-0.05,18,0,0,0
DEC19,49.00,P,0.00,0.00,0.00,4.28,-0.06,18,0,0,0
DEC19,50.00,P,0.00,0.00,0.00,4.84,-0.20,17,0,0,0
DEC19,52.50,P,0.00,0.00,0.00,6.73,-0.28,17,0,0,0
DEC19,55.00,P,0.00,0.00,0.00,8.86,-0.34,17,0,0,0
DEC19,57.50,P,0.00,0.00,0.00,11.15,-0.39,17,0,0,0
DEC19,60.00,P,0.00,0.00,0.00,13.54,-0.42,17,0,0,0
DEC19,62.50,P,0.00,0.00,0.00,15.99,-0.44,17,0,0,0
DEC19,65.00,P,0.00,0.00,0.00,18.47,-,17,0,0,-
MAR20,35.00,P,0.00,0.00,0.00,0.14,-0.03,17,0,2,0
MAR20,36.00,P,0.00,0.00,0.00,0.21,-0.04,17,0,1,0
MAR20,37.00,P,0.00,0.00,0.00,0.30,-0.05,17,0,10,0
MAR20,38.00,P,0.00,0.00,0.00,0.42,-0.08,17,0,0,0
MAR20,39.00,P,0.00,0.00,0.00,0.56,-0.09,17,0,15,0
MAR20,40.00,P,0.00,0.00,0.00,0.75,-0.10,17,0,15,0
MAR20,41.00,P,0.00,0.00,0.00,0.98,-0.12,17,0,15,0
MAR20,42.00,P,0.00,0.00,0.00,1.28,-0.16,17,0,30,0
MAR20,43.00,P,0.00,0.00,0.00,1.60,-0.18,17,0,15,0
MAR20,44.00,P,0.00,0.00,0.00,1.99,-0.19,17,0,0,0
MAR20,45.00,P,0.00,0.00,0.00,2.41,-0.23,17,0,0,0
MAR20,46.00,P,0.00,0.00,0.00,2.89,-0.23,17,0,0,0
MAR20,47.00,P,0.00,0.00,0.00,3.42,-0.23,18,0,0,0
MAR20,48.00,P,0.00,0.00,0.00,3.98,-0.26,18,0,0,0
MAR20,49.00,P,0.00,0.00,0.00,4.50,-0.30,17,0,0,0
MAR20,50.00,P,0.00,0.00,0.00,5.15,-0.33,17,0,0,0
MAR20,52.50,P,0.00,0.00,0.00,6.98,-0.37,17,0,0,0
MAR20,55.00,P,0.00,0.00,0.00,9.03,-0.40,17,0,0,0
MAR20,57.50,P,0.00,0.00,0.00,11.25,-0.43,17,0,0,0
MAR20,60.00,P,0.00,0.00,0.00,13.60,-0.43,17,0,0,0
MAR20,62.50,P,0.00,0.00,0.00,16.02,-0.44,17,0,0,0
MAR20,65.00,P,0.00,0.00,0.00,18.48,-,17,0,0,-

,,,,,,,"TOTAL PUT",,1434,9451,+176


"CONTRACT",,,"OPENING PRICE#","DAILY HIGH#","DAILY LOW#","SETTLEMENT PRICE","CHANGE IN SETTLEMENT","IV%","VOLUME","OPEN INTEREST","CHANGE IN OI"
                                                                                            
"CLASS HNP - HUANENG POWER INT INC",,,"CLOSING PRICE HK$    4.65"

MAR19,3.20,C,0.00,0.00,0.00,1.45,0.00,0,0,0,0
MAR19,3.30,C,0.00,0.00,0.00,1.35,0.00,0,0,0,0
MAR19,3.40,C,0.00,0.00,0.00,1.25,0.00,0,0,0,0
MAR19,3.50,C,0.00,0.00,0.00,1.15,0.00,0,0,0,0
MAR19,3.60,C,0.00,0.00,0.00,1.05,0.00,0,0,0,0
MAR19,3.70,C,0.00,0.00,0.00,0.95,0.00,0,0,0,0
MAR19,3.80,C,0.00,0.00,0.00,0.85,0.00,0,0,0,0
MAR19,3.90,C,0.00,0.00,0.00,0.75,0.00,0,0,0,0
MAR19,4.00,C,0.00,0.00,0.00,0.65,0.00,0,0,4,0
MAR19,4.10,C,0.00,0.00,0.00,0.55,0.00,0,0,0,0
MAR19,4.20,C,0.00,0.00,0.00,0.45,0.00,0,0,0,0
MAR19,4.30,C,0.00,0.00,0.00,0.35,0.00,0,0,0,0
MAR19,4.40,C,0.00,0.00,0.00,0.25,0.00,0,0,0,0
MAR19,4.50,C,0.00,0.00,0.00,0.17,0.00,29,0,0,0
MAR19,4.60,C,0.00,0.00,0.00,0.09,-0.01,25,0,17,0
MAR19,4.70,C,0.00,0.00,0.00,0.04,-0.01,25,0,17,0
MAR19,4.80,C,0.00,0.00,0.00,0.01,0.00,22,0,86,0
MAR19,4.90,C,0.02,0.02,0.02,0.01,0.00,32,10,156,0
MAR19,5.00,C,0.00,0.00,0.00,0.01,0.00,41,0,290,0
MAR19,5.25,C,0.00,0.00,0.00,0.01,0.00,60,0,274,0
MAR19,5.50,C,0.00,0.00,0.00,0.01,0.00,78,0,239,0
MAR19,5.75,C,0.00,0.00,0.00,0.01,0.00,94,0,49,0
MAR19,6.00,C,0.00,0.00,0.00,0.01,0.00,109,0,85,0
MAR19,6.25,C,0.00,0.00,0.00,0.01,0.00,122,0,27,0
MAR19,6.50,C,0.00,0.00,0.00,0.01,0.00,135,0,0,0
MAR19,6.75,C,0.00,0.00,0.00,0.01,0.00,148,0,0,0
MAR19,7.00,C,0.00,0.00,0.00,0.01,0.00,159,0,25,0
MAR19,7.25,C,0.00,0.00,0.00,0.01,0.00,170,0,2,0
MAR19,7.50,C,0.00,0.00,0.00,0.01,0.00,181,0,0,0
MAR19,7.75,C,0.00,0.00,0.00,0.01,0.00,191,0,0,0
MAR19,8.00,C,0.00,0.00,0.00,0.01,0.00,201,0,120,0
MAR19,8.25,C,0.00,0.00,0.00,0.01,0.00,210,0,0,0
APR19,3.70,C,0.00,0.00,0.00,0.96,0.00,36,0,0,0
APR19,3.80,C,0.00,0.00,0.00,0.86,0.00,32,0,0,0
APR19,3.90,C,0.00,0.00,0.00,0.76,0.00,28,0,0,0
APR19,4.00,C,0.00,0.00,0.00,0.66,0.00,24,0,0,0
APR19,4.10,C,0.00,0.00,0.00,0.56,0.00,21,0,0,0
APR19,4.20,C,0.00,0.00,0.00,0.47,0.00,23,0,0,0
APR19,4.30,C,0.00,0.00,0.00,0.38,0.00,22,0,0,0
APR19,4.40,C,0.00,0.00,0.00,0.30,0.00,23,0,0,0
APR19,4.50,C,0.00,0.00,0.00,0.24,0.00,25,0,0,0
APR19,4.60,C,0.00,0.00,0.00,0.18,0.00,25,0,0,0
APR19,4.70,C,0.14,0.14,0.13,0.13,0.00,25,20,62,+10
APR19,4.80,C,0.11,0.12,0.10,0.09,+0.01,24,12,128,+3
APR19,4.90,C,0.08,0.08,0.08,0.06,0.00,24,3,3,+3
APR19,5.00,C,0.04,0.05,0.04,0.04,0.00,24,42,194,+32
APR19,5.25,C,0.00,0.00,0.00,0.01,0.00,23,0,31,0
APR19,5.50,C,0.01,0.01,0.01,0.01,0.00,30,10,92,+10
APR19,5.75,C,0.00,0.00,0.00,0.01,0.00,37,0,2,0
APR19,6.00,C,0.00,0.00,0.00,0.01,0.00,43,0,0,0
APR19,6.25,C,0.00,0.00,0.00,0.01,0.00,48,0,0,0
APR19,6.50,C,0.00,0.00,0.00,0.01,0.00,53,0,20,0
APR19,6.75,C,0.00,0.00,0.00,0.01,0.00,58,0,0,0
APR19,7.00,C,0.00,0.00,0.00,0.01,0.00,63,0,0,0
APR19,7.25,C,0.00,0.00,0.00,0.01,0.00,67,0,0,0
APR19,7.50,C,0.00,0.00,0.00,0.01,0.00,71,0,0,0
MAY19,3.70,C,0.00,0.00,0.00,0.96,0.00,30,0,0,0
MAY19,3.80,C,0.00,0.00,0.00,0.86,0.00,27,0,0,0
MAY19,3.90,C,0.00,0.00,0.00,0.76,0.00,24,0,0,0
MAY19,4.00,C,0.00,0.00,0.00,0.66,0.00,20,0,0,0
MAY19,4.10,C,0.00,0.00,0.00,0.56,0.00,17,0,0,0
MAY19,4.20,C,0.00,0.00,0.00,0.47,0.00,20,0,0,0
MAY19,4.30,C,0.00,0.00,0.00,0.39,+0.01,22,0,0,0
MAY19,4.40,C,0.00,0.00,0.00,0.31,+0.01,22,0,0,0
MAY19,4.50,C,0.00,0.00,0.00,0.24,0.00,21,0,0,0
MAY19,4.60,C,0.00,0.00,0.00,0.18,0.00,21,0,0,0
MAY19,4.70,C,0.00,0.00,0.00,0.13,0.00,21,0,0,0
MAY19,4.80,C,0.12,0.12,0.12,0.09,0.00,21,15,17,+15
MAY19,4.90,C,0.00,0.00,0.00,0.07,+0.01,22,0,0,0
MAY19,5.00,C,0.00,0.00,0.00,0.05,+0.01,23,0,39,0
MAY19,5.25,C,0.00,0.00,0.00,0.02,0.00,23,0,300,0
MAY19,5.50,C,0.00,0.00,0.00,0.01,0.00,25,0,0,0
MAY19,5.75,C,0.00,0.00,0.00,0.01,0.00,30,0,0,0
MAY19,6.00,C,0.00,0.00,0.00,0.01,0.00,34,0,0,0
MAY19,6.25,C,0.00,0.00,0.00,0.01,0.00,38,0,0,0
MAY19,6.50,C,0.00,0.00,0.00,0.01,0.00,42,0,0,0
MAY19,6.75,C,0.00,0.00,0.00,0.01,0.00,46,0,0,0
MAY19,7.00,C,0.00,0.00,0.00,0.01,0.00,49,0,0,0
MAY19,7.25,C,0.00,0.00,0.00,0.01,0.00,52,0,0,0
JUN19,3.20,C,0.00,0.00,0.00,1.46,0.00,44,0,0,0
JUN19,3.30,C,0.00,0.00,0.00,1.36,0.00,40,0,0,0
JUN19,3.40,C,0.00,0.00,0.00,1.26,0.00,37,0,0,0
JUN19,3.50,C,0.00,0.00,0.00,1.16,0.00,34,0,0,0
JUN19,3.60,C,0.00,0.00,0.00,1.06,0.00,31,0,0,0
JUN19,3.70,C,0.00,0.00,0.00,0.96,0.00,28,0,0,0
JUN19,3.80,C,0.00,0.00,0.00,0.86,0.00,25,0,0,0
JUN19,3.90,C,0.00,0.00,0.00,0.76,0.00,22,0,0,0
JUN19,4.00,C,0.00,0.00,0.00,0.67,0.00,25,0,0,0
JUN19,4.10,C,0.00,0.00,0.00,0.58,0.00,25,0,0,0
JUN19,4.20,C,0.00,0.00,0.00,0.49,0.00,24,0,0,0
JUN19,4.30,C,0.00,0.00,0.00,0.41,0.00,24,0,0,0
JUN19,4.40,C,0.00,0.00,0.00,0.34,0.00,24,0,0,0
JUN19,4.50,C,0.00,0.00,0.00,0.29,+0.01,26,0,0,0
JUN19,4.60,C,0.00,0.00,0.00,0.23,0.00,25,0,0,0
JUN19,4.70,C,0.00,0.00,0.00,0.18,0.00,24,0,0,0
JUN19,4.80,C,0.00,0.00,0.00,0.15,+0.01,25,0,25,0
JUN19,4.90,C,0.00,0.00,0.00,0.11,0.00,24,0,0,0
JUN19,5.00,C,0.00,0.00,0.00,0.09,+0.02,25,0,20,0
JUN19,5.25,C,0.00,0.00,0.00,0.05,+0.01,26,0,41,0
JUN19,5.50,C,0.00,0.00,0.00,0.02,0.00,24,0,10,0
JUN19,5.75,C,0.00,0.00,0.00,0.01,0.00,25,0,4,0
JUN19,6.00,C,0.00,0.00,0.00,0.01,0.00,29,0,0,0
JUN19,6.25,C,0.00,0.00,0.00,0.01,0.00,32,0,2,0
JUN19,6.50,C,0.00,0.00,0.00,0.01,0.00,35,0,16,0
JUN19,6.75,C,0.00,0.00,0.00,0.01,0.00,38,0,0,0
JUN19,7.00,C,0.00,0.00,0.00,0.01,0.00,41,0,0,0
JUN19,7.25,C,0.00,0.00,0.00,0.01,0.00,44,0,6,0
JUN19,7.50,C,0.00,0.00,0.00,0.01,0.00,47,0,0,0
JUN19,7.75,C,0.00,0.00,0.00,0.01,0.00,49,0,0,0
JUN19,8.00,C,0.00,0.00,0.00,0.01,0.00,51,0,0,0
JUN19,8.25,C,0.00,0.00,0.00,0.01,0.00,54,0,2,0
SEP19,3.20,C,0.00,0.00,0.00,1.46,0.00,35,0,0,0
SEP19,3.30,C,0.00,0.00,0.00,1.36,0.00,33,0,0,0
SEP19,3.40,C,0.00,0.00,0.00,1.26,0.00,30,0,0,0
SEP19,3.50,C,0.00,0.00,0.00,1.16,0.00,28,0,0,0
SEP19,3.60,C,0.00,0.00,0.00,1.06,0.00,25,0,0,0
SEP19,3.70,C,0.00,0.00,0.00,0.96,0.00,23,0,0,0
SEP19,3.80,C,0.00,0.00,0.00,0.87,0.00,25,0,0,0
SEP19,3.90,C,0.00,0.00,0.00,0.78,0.00,25,0,0,0
SEP19,4.00,C,0.00,0.00,0.00,0.70,0.00,26,0,0,0
SEP19,4.10,C,0.00,0.00,0.00,0.62,0.00,25,0,0,0
SEP19,4.20,C,0.00,0.00,0.00,0.54,0.00,25,0,0,0
SEP19,4.30,C,0.00,0.00,0.00,0.48,0.00,25,0,0,0
SEP19,4.40,C,0.00,0.00,0.00,0.42,0.00,25,0,0,0
SEP19,4.50,C,0.00,0.00,0.00,0.36,0.00,25,0,0,0
SEP19,4.60,C,0.00,0.00,0.00,0.32,-0.01,25,0,0,0
SEP19,4.70,C,0.00,0.00,0.00,0.28,0.00,26,0,0,0
SEP19,4.80,C,0.00,0.00,0.00,0.24,0.00,25,0,0,0
SEP19,4.90,C,0.00,0.00,0.00,0.21,0.00,26,0,0,0
